 S1(Amp),S2(Amp),S1(Volt),S2(Volt),Light(kiloLux),Temp(degC),Weather,State
0,0.8,0,96,14,3,Cloudy,Open
0,0.5,0,90,11,6,Cloudy,Open
0,0.4,0,98,13,6,Cloudy,Open
0,0.5,0,84,10,2,Cloudy,Open
0,0.5,0,85,9,3,Cloudy,Open
0,0.6,0,80,10,5,Cloudy,Open
0,0.7,0,97,9,3,Cloudy,Open
0,0.6,0,99,12,4,Cloudy,Open
0,0.7,0,99,13,2,Cloudy,Open
0,0.6,0,96,14,2,Cloudy,Open
0,0.6,0,95,10,5,Cloudy,Open
0,0.5,0,86,9,3,Cloudy,Open
0,0.5,0,90,11,2,Cloudy,Open
0,0.5,0,95,11,5,Cloudy,Open
0,0.5,0,83,13,4,Cloudy,Open
0,0.6,0,98,14,2,Cloudy,Open
0,0.8,0,94,13,6,Cloudy,Open
0,0.6,0,89,9,4,Cloudy,Open
0,0.4,0,87,14,6,Cloudy,Open
0,0.8,0,85,10,5,Cloudy,Open
0,0.5,0,84,10,3,Cloudy,Open
0,0.5,0,86,13,3,Cloudy,Open
0,0.5,0,81,10,4,Cloudy,Open
0,0.7,0,89,10,4,Cloudy,Open
0,0.5,0,95,13,4,Cloudy,Open
0,0.7,0,99,11,2,Cloudy,Open
0,0.9,0,89,9,3,Cloudy,Open
0,0.6,0,94,12,3,Cloudy,Open
0,0.4,0,88,11,5,Cloudy,Open
0,0.6,0,98,11,6,Cloudy,Open
0,0.7,0,94,12,3,Cloudy,Open
0,0.8,0,81,9,3,Cloudy,Open
0,0.7,0,86,9,2,Cloudy,Open
0,0.6,0,81,14,5,Cloudy,Open
0,0.8,0,85,12,2,Cloudy,Open
0,0.4,0,88,13,4,Cloudy,Open
0,0.8,0,89,10,6,Cloudy,Open
0,0.8,0,98,13,6,Cloudy,Open
0.7,0,90,0,11,6,Cloudy,Open
0.7,0,96,0,10,6,Cloudy,Open
0.9,0,93,0,12,3,Cloudy,Open
0.5,0,88,0,14,5,Cloudy,Open
0.4,0,86,0,11,4,Cloudy,Open
0.4,0,82,0,12,3,Cloudy,Open
0.8,0,82,0,14,3,Cloudy,Open
0.9,0,86,0,14,4,Cloudy,Open
0.4,0,84,0,13,2,Cloudy,Open
0.9,0,83,0,10,3,Cloudy,Open
0.8,0,83,0,12,4,Cloudy,Open
0.5,0,85,0,14,2,Cloudy,Open
0.5,0,97,0,12,3,Cloudy,Open
0.5,0,99,0,12,3,Cloudy,Open
0.7,0,90,0,14,6,Cloudy,Open
0.6,0,98,0,10,3,Cloudy,Open
0.8,0,89,0,13,3,Cloudy,Open
0.6,0,86,0,11,3,Cloudy,Open
0.7,0,89,0,12,3,Cloudy,Open
0.9,0,96,0,12,3,Cloudy,Open
0.5,0,99,0,14,4,Cloudy,Open
0.7,0,82,0,14,3,Cloudy,Open
0.8,0,85,0,9,3,Cloudy,Open
0.7,0,88,0,12,5,Cloudy,Open
0.6,0,82,0,9,4,Cloudy,Open
0.6,0,91,0,12,3,Cloudy,Open
0.7,0,88,0,11,6,Cloudy,Open
0.4,0,95,0,12,3,Cloudy,Open
0.5,0,97,0,14,2,Cloudy,Open
0.7,0,87,0,9,2,Cloudy,Open
0.8,0,97,0,13,4,Cloudy,Open
0.6,0,86,0,13,4,Cloudy,Open
0.7,0,88,0,9,6,Cloudy,Open
0.9,0,90,0,12,2,Cloudy,Open
0.6,0,89,0,11,6,Cloudy,Open
0.5,0,95,0,11,3,Cloudy,Open
0.4,0,95,0,13,3,Cloudy,Open
0.4,0,95,0,13,2,Cloudy,Open
0.8,0,85,0,11,6,Cloudy,Open
0.6,0,89,0,12,4,Cloudy,Open
0.5,0,90,0,9,5,Cloudy,Open
0.5,0,82,0,11,3,Cloudy,Open
0.4,0,87,0,10,2,Cloudy,Open
0.5,0,93,0,9,6,Cloudy,Open
0.6,0,84,0,12,6,Cloudy,Open
0.6,0,81,0,10,4,Cloudy,Open
0.6,0,96,0,11,2,Cloudy,Open
0.9,0,84,0,9,6,Cloudy,Open
0.5,0,99,0,13,4,Cloudy,Open
0.5,0,98,0,9,3,Cloudy,Open
0.7,0,88,0,14,3,Cloudy,Open
0.4,0,82,0,11,5,Cloudy,Open
0.6,0,83,0,12,2,Cloudy,Open
0.7,0,86,0,13,2,Cloudy,Open
0.8,0,87,0,11,4,Cloudy,Open
0.5,0,95,0,12,3,Cloudy,Open
0.9,0,94,0,14,3,Cloudy,Open
0.5,0,91,0,13,3,Cloudy,Open
0.7,0,88,0,13,4,Cloudy,Open
0.6,0,89,0,9,6,Cloudy,Open
0.8,0,82,0,13,5,Cloudy,Open
0.9,0,97,0,14,3,Cloudy,Open
0.8,0,86,0,11,4,Cloudy,Open
0.7,0,97,0,13,3,Cloudy,Open
0.7,0,81,0,14,3,Cloudy,Open
0.8,0,96,0,13,2,Cloudy,Open
0.6,0,95,0,10,2,Cloudy,Open
0.9,0,95,0,9,6,Cloudy,Open
0.6,0,81,0,10,3,Cloudy,Open
0.5,0,92,0,13,3,Cloudy,Open
0.9,0,89,0,11,5,Cloudy,Open
0.4,0,95,0,11,2,Cloudy,Open
0.7,0,84,0,14,2,Cloudy,Open
0.8,0,82,0,10,3,Cloudy,Open
0.8,0,97,0,9,2,Cloudy,Open
0.4,0,86,0,13,3,Cloudy,Open
0.9,0,83,0,12,5,Cloudy,Open
0.9,0,99,0,14,5,Cloudy,Open
0.5,0,82,0,14,4,Cloudy,Open
0.8,0,91,0,9,5,Cloudy,Open
0.7,0,87,0,14,6,Cloudy,Open
0.7,0,90,0,14,3,Cloudy,Open
0.6,0,86,0,11,3,Cloudy,Open
0.6,0,84,0,12,3,Cloudy,Open
0.8,0,92,0,14,4,Cloudy,Open
0.7,0,86,0,11,3,Cloudy,Open
0.6,0,82,0,13,6,Cloudy,Open
0.4,0,80,0,13,3,Cloudy,Open
0.7,0,84,0,13,6,Cloudy,Open
0.4,0,85,0,11,2,Cloudy,Open
0.6,0,86,0,12,3,Cloudy,Open
0.6,0,95,0,14,5,Cloudy,Open
0.4,0,82,0,11,5,Cloudy,Open
0.5,0,99,0,9,6,Cloudy,Open
0.7,0,88,0,14,2,Cloudy,Open
0.6,0,84,0,13,2,Cloudy,Open
0.7,0,82,0,12,5,Cloudy,Open
0.5,0,85,0,13,2,Cloudy,Open
0.7,0,97,0,13,3,Cloudy,Open
0.4,0,89,0,11,2,Cloudy,Open
0.8,0,85,0,10,4,Cloudy,Open
0.7,0,89,0,9,2,Cloudy,Open
0.5,0,80,0,10,5,Cloudy,Open
0.6,0,86,0,12,3,Cloudy,Open
0.5,0,88,0,12,4,Cloudy,Open
0.6,0,84,0,14,3,Cloudy,Open
0.5,0,94,0,12,3,Cloudy,Open
0.9,0,87,0,10,3,Cloudy,Open
0.8,0,81,0,13,5,Cloudy,Open
0.8,0,82,0,12,6,Cloudy,Open
0.8,0,81,0,9,5,Cloudy,Open
0.6,0,95,0,10,5,Cloudy,Open
0.7,0,82,0,10,5,Cloudy,Open
0.5,0,80,0,9,4,Cloudy,Open
0.8,0,95,0,12,2,Cloudy,Open
0.8,0,94,0,12,3,Cloudy,Open
0.8,0,80,0,11,5,Cloudy,Open
0.6,0,91,0,12,5,Cloudy,Open
0.4,0,87,0,13,6,Cloudy,Open
0.8,0,86,0,13,5,Cloudy,Open
0.4,0,91,0,14,2,Cloudy,Open
0.8,0,96,0,11,6,Cloudy,Open
0.4,0,85,0,13,3,Cloudy,Open
0.8,0,96,0,12,5,Cloudy,Open
0.6,0,93,0,9,2,Cloudy,Open
0.9,0,86,0,14,4,Cloudy,Open
0.7,0,92,0,10,4,Cloudy,Open
0.6,0,88,0,11,3,Cloudy,Open
0.5,0,88,0,12,2,Cloudy,Open
0.4,0,92,0,11,5,Cloudy,Open
0.8,0,86,0,13,6,Cloudy,Open
0.6,0,86,0,11,4,Cloudy,Open
0.9,0,82,0,14,6,Cloudy,Open
0.7,0,86,0,12,2,Cloudy,Open
0.8,0,84,0,10,6,Cloudy,Open
0.9,0,87,0,11,5,Cloudy,Open
0.7,0,84,0,12,5,Cloudy,Open
0.7,0,87,0,10,2,Cloudy,Open
0.5,0,86,0,9,4,Cloudy,Open
0.6,0,82,0,12,6,Cloudy,Open
0.6,0,88,0,10,5,Cloudy,Open
0.8,0,83,0,10,5,Cloudy,Open
0.5,0,99,0,11,4,Cloudy,Open
0.6,0,89,0,14,5,Cloudy,Open
0.9,0,87,0,14,6,Cloudy,Open
0.4,0,80,0,11,4,Cloudy,Open
0.4,0,89,0,11,4,Cloudy,Open
0.6,0,82,0,12,4,Cloudy,Open
0.6,0,90,0,14,5,Cloudy,Open
0.6,0,99,0,13,4,Cloudy,Open
0.7,0,85,0,14,4,Cloudy,Open
0.8,0,92,0,11,2,Cloudy,Open
0.5,0,85,0,10,6,Cloudy,Open
0.7,0,86,0,11,4,Cloudy,Open
0.5,0,89,0,12,2,Cloudy,Open
0.9,0,82,0,12,4,Cloudy,Open
0.8,0,80,0,14,2,Cloudy,Open
0.5,0,84,0,11,6,Cloudy,Open
0.7,0,97,0,13,6,Cloudy,Open
0.8,0,82,0,13,5,Cloudy,Open
0.4,0,91,0,11,4,Cloudy,Open
0.9,0,83,0,12,6,Cloudy,Open
0.9,0,97,0,9,5,Cloudy,Open
0.6,0,87,0,14,5,Cloudy,Open
0.7,0,98,0,11,3,Cloudy,Open
0.4,0,93,0,11,5,Cloudy,Open
0.7,0,98,0,9,5,Cloudy,Open
0.6,0,95,0,13,2,Cloudy,Open
0.5,0,90,0,12,2,Cloudy,Open
0.5,0,97,0,13,2,Cloudy,Open
0.5,0,95,0,9,4,Cloudy,Open
0.5,0,86,0,11,5,Cloudy,Open
0.6,0,93,0,14,6,Cloudy,Open
0.4,0,90,0,13,5,Cloudy,Open
0.4,0,95,0,9,2,Cloudy,Open
0.6,0,80,0,9,5,Cloudy,Open
0.5,0,93,0,10,4,Cloudy,Open
0.5,0,81,0,14,5,Cloudy,Open
0.9,0,91,0,11,3,Cloudy,Open
0.4,0,89,0,11,2,Cloudy,Open
0.5,0,94,0,12,3,Cloudy,Open
0.6,0,88,0,14,4,Cloudy,Open
0.8,0,85,0,14,4,Cloudy,Open
0.7,0,89,0,12,6,Cloudy,Open
0.4,0,93,0,10,2,Cloudy,Open
0.5,0,83,0,11,3,Cloudy,Open
5,1,90,75,97,15,Sunny,Line-line
4.2,1,85,72,75,16,Sunny,Line-line
2.8,0.9,76,70,80,16,Sunny,Line-line
4.7,1,83,75,82,13,Sunny,Line-line
3.9,1,83,73,98,16,Sunny,Line-line
5,1.1,85,75,89,15,Sunny,Line-line
4.5,0.9,81,70,93,15,Sunny,Line-line
3.9,0.9,90,70,91,14,Sunny,Line-line
4.2,1.1,87,75,84,13,Sunny,Line-line
3.8,1,88,71,80,13,Sunny,Line-line
4,1,84,70,91,16,Sunny,Line-line
3.6,0.7,87,75,80,13,Sunny,Line-line
4.3,0.6,87,70,97,16,Sunny,Line-line
3.9,0.6,86,75,92,12,Sunny,Line-line
3.2,1,82,73,97,15,Sunny,Line-line
4.2,0.7,88,70,80,15,Sunny,Line-line
3.8,0.9,82,74,99,12,Sunny,Line-line
4.5,0.7,90,75,99,12,Sunny,Line-line
5,0.6,85,71,81,15,Sunny,Line-line
3.4,1.1,82,72,96,15,Sunny,Line-line
4.6,0.7,80,71,91,13,Sunny,Line-line
3,1,86,70,92,12,Sunny,Line-line
3.2,0.7,89,73,100,15,Sunny,Line-line
3.3,0.6,89,70,91,12,Sunny,Line-line
4,0.7,83,70,98,13,Sunny,Line-line
4.6,1,80,71,93,15,Sunny,Line-line
3.7,1,80,72,97,16,Sunny,Line-line
3.2,0.9,89,75,97,14,Sunny,Line-line
2.9,0.8,80,75,86,14,Sunny,Line-line
3.3,0.7,88,73,100,15,Sunny,Line-line
3.4,0.8,87,70,99,12,Sunny,Line-line
3,0.9,89,74,80,15,Sunny,Line-line
4.1,1,83,73,85,13,Sunny,Line-line
4.8,0.7,89,71,92,13,Sunny,Line-line
3.3,1.1,89,73,80,12,Sunny,Line-line
3.4,0.6,82,73,96,15,Sunny,Line-line
3.2,1,86,71,80,12,Sunny,Line-line
3.4,1,84,71,96,15,Sunny,Line-line
4,1,84,70,97,12,Sunny,Line-line
3.2,0.9,86,74,95,14,Sunny,Line-line
3.8,0.9,83,72,95,13,Sunny,Line-line
3.1,0.7,80,70,85,16,Sunny,Line-line
3.6,0.7,82,73,84,15,Sunny,Line-line
4,0.7,83,74,97,16,Sunny,Line-line
3.7,0.9,90,70,97,15,Sunny,Line-line
4.6,0.7,83,73,96,14,Sunny,Line-line
3,0.6,87,74,93,14,Sunny,Line-line
4.1,0.9,86,70,92,15,Sunny,Line-line
4.9,0.6,90,74,87,13,Sunny,Line-line
3.7,0.7,87,72,92,15,Sunny,Line-line
2.8,1.1,85,73,85,14,Sunny,Line-line
3.7,0.7,90,71,100,15,Sunny,Line-line
4,0.7,80,70,81,13,Sunny,Line-line
4.8,0.7,88,71,90,16,Sunny,Line-line
3.4,0.9,86,74,97,13,Sunny,Line-line
4.7,0.9,85,74,96,15,Sunny,Line-line
4.1,0.9,85,74,90,15,Sunny,Line-line
4.5,1,83,74,81,12,Sunny,Line-line
3.1,0.9,85,70,93,14,Sunny,Line-line
2.9,0.8,85,74,98,14,Sunny,Line-line
2.9,0.7,85,71,96,13,Sunny,Line-line
4,0.8,82,72,95,14,Sunny,Line-line
3.6,0.7,80,75,90,15,Sunny,Line-line
2.9,1,88,73,93,13,Sunny,Line-line
2.9,1,81,70,93,15,Sunny,Line-line
3,0.9,89,73,88,14,Sunny,Line-line
3.3,0.9,87,75,81,12,Sunny,Line-line
3.1,1,85,72,80,16,Sunny,Line-line
3.1,0.7,87,70,96,14,Sunny,Line-line
4.8,0.8,87,70,88,13,Sunny,Line-line
3.6,0.8,80,71,82,12,Sunny,Line-line
3.1,0.6,86,70,83,12,Sunny,Line-line
3,0.7,81,75,98,12,Sunny,Line-line
4.2,0.8,89,74,85,16,Sunny,Line-line
4.6,0.7,88,75,89,12,Sunny,Line-line
3.2,1,89,74,96,14,Sunny,Line-line
3.4,0.9,87,74,92,13,Sunny,Line-line
3.8,0.9,89,70,87,14,Sunny,Line-line
4.3,0.8,86,71,81,13,Sunny,Line-line
4.1,0.8,87,74,100,15,Sunny,Line-line
4.5,1,87,74,93,16,Sunny,Line-line
4.8,0.6,89,74,89,15,Sunny,Line-line
3,0.8,81,74,88,15,Sunny,Line-line
3.7,0.9,84,74,98,12,Sunny,Line-line
3.8,1,81,75,87,12,Sunny,Line-line
3.9,0.9,86,73,85,12,Sunny,Line-line
4.9,0.8,80,75,83,14,Sunny,Line-line
3.5,1,90,75,87,13,Sunny,Line-line
3.1,0.9,81,74,80,16,Sunny,Line-line
4.8,0.6,88,72,89,16,Sunny,Line-line
4.4,0.7,89,71,86,16,Sunny,Line-line
3.7,0.8,87,70,90,15,Sunny,Line-line
4.5,0.9,87,72,84,14,Sunny,Line-line
3,0.8,90,71,94,16,Sunny,Line-line
4.4,0.7,87,73,98,14,Sunny,Line-line
4.6,0.7,89,71,97,12,Sunny,Line-line
3.2,0.8,84,73,93,14,Sunny,Line-line
4.3,1.1,83,72,83,16,Sunny,Line-line
4.6,0.6,82,75,88,15,Sunny,Line-line
4.1,0.9,81,70,96,16,Sunny,Line-line
3.8,0.9,82,70,100,14,Sunny,Line-line
5,1.1,90,71,92,15,Sunny,Line-line
3.2,0.6,84,74,92,14,Sunny,Line-line
3.6,1,88,73,84,16,Sunny,Line-line
3.7,0.7,89,75,93,16,Sunny,Line-line
3.7,1,85,75,92,12,Sunny,Line-line
2.9,0.8,80,70,94,14,Sunny,Line-line
3.6,0.9,83,73,85,15,Sunny,Line-line
4.8,0.8,80,70,93,15,Sunny,Line-line
4.2,0.6,80,75,97,14,Sunny,Line-line
4.6,0.9,80,70,98,12,Sunny,Line-line
4.8,1.1,88,73,98,16,Sunny,Line-line
4.4,0.8,80,73,99,16,Sunny,Line-line
3.1,0.7,83,72,99,14,Sunny,Line-line
4.9,0.9,89,74,95,16,Sunny,Line-line
4.1,1.1,86,73,92,13,Sunny,Line-line
4.1,1,83,72,100,15,Sunny,Line-line
4.3,0.8,90,74,80,12,Sunny,Line-line
4.6,1.1,85,70,100,12,Sunny,Line-line
3.1,0.8,90,72,90,16,Sunny,Line-line
4.8,0.9,81,73,85,16,Sunny,Line-line
4.3,1,88,70,84,13,Sunny,Line-line
4.3,0.7,90,71,92,12,Sunny,Line-line
4,0.9,83,74,88,14,Sunny,Line-line
3.6,0.6,86,75,96,14,Sunny,Line-line
4.5,1,90,70,100,15,Sunny,Line-line
4.9,0.9,82,71,96,16,Sunny,Line-line
3.5,1,81,73,94,13,Sunny,Line-line
4.8,1,84,74,95,15,Sunny,Line-line
3.6,0.9,80,70,92,16,Sunny,Line-line
4.2,0.9,81,72,81,15,Sunny,Line-line
4,0.8,83,71,82,12,Sunny,Line-line
3.1,0.9,82,71,89,14,Sunny,Line-line
4,0.6,82,72,80,14,Sunny,Line-line
3.9,0.9,81,70,97,15,Sunny,Line-line
2.8,0.6,85,74,89,13,Sunny,Line-line
3.3,0.9,83,71,80,13,Sunny,Line-line
4.5,0.9,80,70,95,14,Sunny,Line-line
3.9,0.8,84,73,99,14,Sunny,Line-line
3.5,0.8,82,72,92,13,Sunny,Line-line
2.8,0.7,80,74,92,16,Sunny,Line-line
3.4,0.7,84,71,91,15,Sunny,Line-line
3.6,1,90,75,92,16,Sunny,Line-line
5,0.6,83,72,82,16,Sunny,Line-line
4.7,0.7,89,73,90,14,Sunny,Line-line
4.3,0.7,85,75,96,15,Sunny,Line-line
4.5,0.8,80,71,94,15,Sunny,Line-line
3.9,0.7,90,74,87,15,Sunny,Line-line
4.1,0.7,85,75,92,12,Sunny,Line-line
4.8,0.6,81,70,99,15,Sunny,Line-line
3.5,0.7,85,74,88,13,Sunny,Line-line
3.9,0.7,88,70,93,12,Sunny,Line-line
3.1,0.6,87,74,99,13,Sunny,Line-line
3.8,0.8,89,72,97,15,Sunny,Line-line
4.1,0.9,85,72,96,15,Sunny,Line-line
4.8,0.9,80,73,95,12,Sunny,Line-line
3.6,0.9,84,71,81,15,Sunny,Line-line
4.1,1.1,85,72,95,12,Sunny,Line-line
2.9,1,85,73,93,16,Sunny,Line-line
3.5,1,84,70,86,13,Sunny,Line-line
4.4,0.8,84,74,99,14,Sunny,Line-line
4,1,88,73,93,16,Sunny,Line-line
3.4,0.7,84,74,84,16,Sunny,Line-line
3.7,1,80,72,91,14,Sunny,Line-line
3,0.6,90,70,96,16,Sunny,Line-line
3.8,0.8,88,73,81,15,Sunny,Line-line
4.4,0.8,89,73,92,13,Sunny,Line-line
4.3,0.9,87,73,81,12,Sunny,Line-line
3.9,0.8,83,73,97,13,Sunny,Line-line
4.1,0.9,90,74,84,12,Sunny,Line-line
3.5,1,86,71,83,14,Sunny,Line-line
3.3,0.8,88,70,80,14,Sunny,Line-line
4.2,1,85,70,80,15,Sunny,Line-line
3.2,0.9,82,75,84,14,Sunny,Line-line
3.1,1.1,82,71,90,14,Sunny,Line-line
4.4,1,87,70,86,12,Sunny,Line-line
4.3,0.7,85,74,96,13,Sunny,Line-line
4.7,1,85,72,88,13,Sunny,Line-line
3.5,1,80,73,97,12,Sunny,Line-line
4.5,0.8,90,75,99,16,Sunny,Line-line
3.4,0.8,90,74,98,14,Sunny,Line-line
4.7,1.1,83,72,92,14,Sunny,Line-line
2.8,0.7,80,75,85,14,Sunny,Line-line
2.9,0.9,88,72,93,14,Sunny,Line-line
5,1,82,71,98,16,Sunny,Line-line
3.9,0.9,88,70,98,13,Sunny,Line-line
4.7,0.7,83,75,87,15,Sunny,Line-line
3.8,1,89,70,93,15,Sunny,Line-line
4.2,0.9,85,72,92,16,Sunny,Line-line
3.8,0.9,85,75,91,12,Sunny,Line-line
3.7,1,80,73,85,15,Sunny,Line-line
4.1,1.1,86,73,90,13,Sunny,Line-line
4.7,0.9,81,73,90,12,Sunny,Line-line
4.6,0.8,82,70,92,13,Sunny,Line-line
4.5,0.7,88,75,95,15,Sunny,Line-line
4,0.9,82,72,90,13,Sunny,Line-line
3.1,1,81,73,93,13,Sunny,Line-line
4.6,0.9,83,71,98,16,Sunny,Line-line
3,0.6,80,70,89,14,Sunny,Line-line
4.4,0.8,88,71,95,15,Sunny,Line-line
3.5,0.7,82,72,89,15,Sunny,Line-line
3.4,0.6,85,75,94,12,Sunny,Line-line
2.9,1,88,70,98,12,Sunny,Line-line
4.5,0.7,86,71,91,15,Sunny,Line-line
4.9,1,81,73,86,12,Sunny,Line-line
4.5,0.7,80,72,97,16,Sunny,Line-line
3.8,1.1,87,72,95,15,Sunny,Line-line
3.8,0.9,81,73,83,14,Sunny,Line-line
3,1.1,81,74,80,13,Sunny,Line-line
3.1,1.1,88,73,95,16,Sunny,Line-line
3.4,1,82,72,84,15,Sunny,Line-line
3,0.7,89,75,96,13,Sunny,Line-line
4.4,0.9,84,71,82,15,Sunny,Line-line
3.4,1.1,81,71,96,12,Sunny,Line-line
3.8,0.9,88,75,87,13,Sunny,Line-line
3,0.7,86,71,92,16,Sunny,Line-line
3.4,0.7,83,71,80,13,Sunny,Line-line
3.6,1.1,90,73,91,15,Sunny,Line-line
2.9,0.9,82,75,89,16,Sunny,Line-line
3.3,0.9,90,73,92,13,Sunny,Line-line
4.2,0.8,90,75,92,14,Sunny,Line-line
3.1,0.9,90,75,95,13,Sunny,Line-line
3.6,0.7,86,70,93,13,Sunny,Line-line
3.5,0.6,87,74,84,12,Sunny,Line-line
4.9,1,87,73,94,14,Sunny,Line-line
4.5,0.8,80,75,83,14,Sunny,Line-line
3.7,1.1,82,74,99,13,Sunny,Line-line
2.8,0.9,80,75,94,13,Sunny,Line-line
4.4,1,85,75,92,16,Sunny,Line-line
3,0.8,88,75,83,14,Sunny,Line-line
4.9,1,84,74,83,13,Sunny,Line-line
4.2,0.7,80,75,92,15,Sunny,Line-line
4.9,0.7,90,71,88,15,Sunny,Line-line
3.5,0.9,81,74,100,14,Sunny,Line-line
4.4,0.7,90,72,84,12,Sunny,Line-line
4.5,0.8,85,74,82,15,Sunny,Line-line
4,0.7,87,70,81,16,Sunny,Line-line
3.8,0.7,81,72,90,16,Sunny,Line-line
3.2,1,80,71,83,14,Sunny,Line-line
4.9,1,89,71,100,14,Sunny,Line-line
3.2,1,83,71,85,13,Sunny,Line-line
4.1,1,88,73,85,14,Sunny,Line-line
4.5,0.8,85,75,81,16,Sunny,Line-line
3.4,0.8,87,73,85,16,Sunny,Line-line
4.5,0.7,87,73,98,13,Sunny,Line-line
2.9,0.6,83,75,98,15,Sunny,Line-line
5,1,87,73,98,12,Sunny,Line-line
3.3,0.8,88,74,85,12,Sunny,Line-line
4.8,0.9,88,72,89,16,Sunny,Line-line
0.1,0.4,72,90,12,4,Cloudy,Line-line
0.2,0.5,75,82,12,4,Cloudy,Line-line
0.2,0.5,69,89,13,5,Cloudy,Line-line
0.1,0.4,72,82,11,4,Cloudy,Line-line
0.2,0.3,69,82,12,1,Cloudy,Line-line
0.1,0.4,75,90,12,5,Cloudy,Line-line
0.1,0.5,75,90,12,4,Cloudy,Line-line
0.2,0.3,67,83,11,3,Cloudy,Line-line
0.2,0.5,74,84,13,3,Cloudy,Line-line
0.1,0.5,65,90,12,5,Cloudy,Line-line
0.1,0.4,73,86,13,4,Cloudy,Line-line
0.1,0.6,66,83,10,5,Cloudy,Line-line
0.2,0.5,66,87,9,3,Cloudy,Line-line
0.1,0.4,75,80,9,4,Cloudy,Line-line
0.2,0.6,75,82,9,5,Cloudy,Line-line
0.2,0.6,73,86,10,3,Cloudy,Line-line
0.1,0.4,70,88,12,3,Cloudy,Line-line
0.2,0.5,70,83,10,2,Cloudy,Line-line
0.1,0.6,75,90,10,3,Cloudy,Line-line
0.1,0.3,72,80,12,1,Cloudy,Line-line
0.2,0.5,65,86,12,3,Cloudy,Line-line
0.1,0.5,71,83,12,5,Cloudy,Line-line
0.1,0.4,72,80,12,1,Cloudy,Line-line
0.2,0.5,71,88,13,1,Cloudy,Line-line
0.1,0.3,65,85,14,2,Cloudy,Line-line
0.2,0.4,72,84,13,5,Cloudy,Line-line
0.1,0.4,69,85,10,2,Cloudy,Line-line
0.2,0.6,66,90,11,4,Cloudy,Line-line
0.2,0.6,67,84,12,1,Cloudy,Line-line
0.1,0.3,73,86,10,5,Cloudy,Line-line
0.2,0.4,73,86,9,2,Cloudy,Line-line
0.1,0.5,73,84,9,3,Cloudy,Line-line
0.2,0.4,68,86,12,5,Cloudy,Line-line
0.2,0.5,68,80,14,1,Cloudy,Line-line
0.1,0.4,69,82,14,4,Cloudy,Line-line
0.1,0.3,74,85,12,1,Cloudy,Line-line
0.2,0.4,75,86,13,2,Cloudy,Line-line
0.2,0.3,74,87,14,4,Cloudy,Line-line
0.2,0.3,75,80,14,4,Cloudy,Line-line
0.1,0.5,70,88,11,3,Cloudy,Line-line
0.1,0.5,67,87,14,5,Cloudy,Line-line
0.1,0.4,68,89,9,3,Cloudy,Line-line
0.2,0.4,74,87,14,4,Cloudy,Line-line
0.2,0.6,68,80,9,4,Cloudy,Line-line
0.1,0.4,67,80,10,1,Cloudy,Line-line
0.2,0.6,72,85,11,5,Cloudy,Line-line
0.2,0.4,72,80,10,4,Cloudy,Line-line
0.1,0.6,66,83,13,5,Cloudy,Line-line
0.1,0.5,75,81,10,5,Cloudy,Line-line
0.1,0.5,69,84,11,1,Cloudy,Line-line
0.1,0.3,74,89,11,2,Cloudy,Line-line
0.2,0.4,66,82,10,3,Cloudy,Line-line
0.2,0.5,69,90,12,4,Cloudy,Line-line
0.1,0.6,65,85,14,5,Cloudy,Line-line
0.1,0.4,74,89,9,3,Cloudy,Line-line
0.1,0.4,70,85,10,5,Cloudy,Line-line
0.2,0.3,74,86,9,1,Cloudy,Line-line
0.2,0.5,75,86,13,5,Cloudy,Line-line
0.2,0.5,73,80,12,1,Cloudy,Line-line
0.2,0.5,75,88,12,5,Cloudy,Line-line
0.2,0.6,72,83,12,1,Cloudy,Line-line
0.2,0.4,71,87,11,1,Cloudy,Line-line
0.2,0.4,67,90,9,1,Cloudy,Line-line
0.1,0.5,68,86,11,1,Cloudy,Line-line
0.1,0.4,72,84,14,2,Cloudy,Line-line
0.2,0.4,65,85,12,4,Cloudy,Line-line
0.1,0.4,68,86,10,2,Cloudy,Line-line
0.1,0.3,67,82,14,4,Cloudy,Line-line
0.1,0.4,70,90,11,3,Cloudy,Line-line
0.2,0.3,70,85,10,5,Cloudy,Line-line
0.1,0.5,69,85,14,3,Cloudy,Line-line
0.2,0.4,70,83,10,1,Cloudy,Line-line
0.1,0.3,72,89,14,2,Cloudy,Line-line
0.1,0.3,70,80,11,2,Cloudy,Line-line
0.2,0.5,72,81,12,3,Cloudy,Line-line
0.1,0.3,69,86,10,1,Cloudy,Line-line
0.2,0.6,68,90,10,5,Cloudy,Line-line
0.2,0.6,73,82,10,5,Cloudy,Line-line
0.2,0.6,72,89,13,4,Cloudy,Line-line
0.1,0.4,67,82,13,3,Cloudy,Line-line
0.1,0.6,69,86,14,4,Cloudy,Line-line
0.2,0.4,75,80,12,2,Cloudy,Line-line
0.1,0.6,74,81,14,3,Cloudy,Line-line
0.2,0.5,66,89,11,5,Cloudy,Line-line
0.1,0.5,71,90,13,2,Cloudy,Line-line
0.2,0.4,66,82,12,3,Cloudy,Line-line
0.1,0.5,72,88,13,2,Cloudy,Line-line
0.2,0.4,67,84,9,5,Cloudy,Line-line
0.2,0.6,66,83,12,1,Cloudy,Line-line
0.2,0.6,67,81,12,1,Cloudy,Line-line
0.1,0.5,67,85,10,5,Cloudy,Line-line
0.2,0.4,66,85,12,3,Cloudy,Line-line
